Year,Disaster Type,Country,Location,Total Deaths,ISO
2014,Flood,China,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng, Hunan Sheng provinces",37,CHN
2014,Flood,China,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng, Fujian Sheng provinces",33,CHN
2014,Flood,China,"Sichuan Sheng, Fujian Sheng, Hunan Sheng provinces",24,CHN
2014,Flood,China,"Sichuan Sheng, Guizhou Sheng, Chongqing Shi provinces",65,CHN
2014,Flood,China,Hunan Sheng province,53,CHN
2014,Flood,China,Guangdong Sheng province,37,CHN
2014,Landslide,China,"Fuquan Shi area (Qiannan Buyei and Miao, Guizhou Sheng province)",25,CHN
2014,Storm,China,"Fujian Sheng, Jiangxi Sheng, Shandong Sheng provinces",14,CHN
2014,Storm,China,Zhejiang Sheng province,,CHN
2014,Transport accident,China,Hunan province,38,CHN
2014,Transport accident,China,Tibet,44,CHN
2014,Industrial accident,China,Kunshan (Jiangsu province),146,CHN
2014,Industrial accident,China,Chongqing,22,CHN
2014,Industrial accident,China,"Yanshitai mine, Chongqing, Wansheng",22,CHN
2014,Industrial accident,China,Taizhou (Zhejiang province),16,CHN
2014,Industrial accident,China,Liaoning province,24,CHN
2014,Industrial accident,China,Yunnan province,20,CHN
2014,Miscellaneous accident,China,Ningxia region,14,CHN
2014,Miscellaneous accident,China,Shanghai,36,CHN
2014,Drought,China,"Shandong Sheng, Shaanxi Sheng, Henan Sheng provinces, Nanbu-Nanchong city (Nanchong district, Sichuan Sheng ptovince)",,CHN
2014,Drought,China,"Liaoning Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces",,CHN
2014,Miscellaneous accident,China,Dukezong (Yunnan province),,CHN
2014,Flood,China,"Sichuan Sheng, Zhejiang Sheng provinces",24,CHN
2014,Landslide,China,"Dazhou, Guang'an districts (Sichuan Sheng province), Chongqing Shi province",10,CHN
2014,Transport accident,Hong Kong,Ile Po Toi (south of Hong Kong),12,HKG
2015,Flood,China,"Hunan Sheng, Guizhou Sheng, Hubei Sheng, Gansu Sheng, Zhejiang Sheng, Anhui Sheng, Fujian Sheng, Jiangxi Sheng, Chongqing Shi, Sichuan Sheng provinces",16,CHN
2015,Flood,China,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hainan Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng provinces",14,CHN
2015,Storm,China,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Anhui Sheng, Hubei Sheng, Shandong Sheng provinces",7,CHN
2015,Storm,China,"Gansu Sheng, Heilongjiang Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng provinces",,CHN
2015,Storm,Bangladesh,"Bogra, Rajshahi, Naogaon, Sirajganj, Pabna districts (Rajshahi province), Brahamanbaria district (Chittagong province), Dhaka districts (Dhaka province)",53,BGD
2015,Landslide,Afghanistan,"Laghman, Nangarhar, Panjsher, Badakhshan, Bamyan provinces",254,AFG
2015,Storm,China,"Guizhou Sheng, Shanxi Sheng, Shaanxi Sheng, Gansu Sheng provinces",2,CHN
2015,Storm,China,"Guizhou Sheng, Henan Sheng, Shanxi Sheng, Jiangxi Sheng, Chongqing Shi, Sichuan Sheng, Shaanxi Sheng provinces",34,CHN
2015,Flood,Bangladesh,"Bandarban, Chittagong, Cox's Bazar districts (Chittagong province)",20,BGD
2015,Flood,Bangladesh,"Barisal district (Barisal province), Chittagong district (Chittagong province), Khulna district (Khulna province)",11,BGD
2015,Flood,China,"Hukengzhen village (Anfu area, Ji'an district, Jiangxi Sheng province), Leishan Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Ganzhou Shi area (Ganzhou district, Jiangxi Sheng province), Guiyang district (Guizhou Sheng province), Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Hubei Sheng, Anhui Sheng, Chongqing Shi, Zhejiang Sheng provinces",58,CHN
2015,Flood,China,"Sichuan Sheng, Chongqing Shi, Guizhou Sheng, Yunnan Sheng provinces",41,CHN
2015,Flood,Georgia,"Vake and Saburtalo boroughs (Tbilissi district, Tbilisi province)",40,GEO
2015,Industrial accident,China,Shenzhen (Guangdong),77,CHN
2015,Storm,China,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu provinces",1,CHN
2015,Storm,China,"Xinjiang Uygur Zizhiqu, Xizang Zizhiqu provinces",,CHN
2015,Landslide,Afghanistan,"Geriy Bala village (Khwahan district, Badakhshan province), Abi Barik village (Argo district, Badakhshan province), Jawzjan, Faryab, Sar-e-Pul, Baghlan, Balkh provinces",52,AFG
2015,Storm,Bangladesh,"Cox's Bazar, Chittagong, Noakhali, Feni, Bandarban districts (Chittagong province), Patuakhali, Bhola, Barguna districts (Barisla province)",45,BGD
2015,Storm,China,"Hunan Sheng, Jiangxi Sheng provinces",6,CHN
2015,Storm,China,Hainan Sheng province,,CHN
2015,Storm,China,"Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Anhui Sheng provinces",18,CHN
2015,Storm,China,"Gansu Sheng, Hebei Sheng, Henan Sheng, Nei Mongol Zizhiqu, Hubei Sheng, Shaanxi Sheng provinces",6,CHN
2015,Earthquake,Afghanistan,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces",115,AFG
2015,Earthquake,Afghanistan,"Ashkasham town (Eshkmesh district, Badakhshan province)",,AFG
2015,Flood,Afghanistan,Faryab province,7,AFG
2015,Landslide,Afghanistan,Raghestan district (Badakhshan province),12,AFG
2015,Landslide,Afghanistan,Yamgan district ,6,AFG
2015,Transport accident,Afghanistan,Hazrat Sultan district (Samangan province),24,AFG
2015,Industrial accident,Afghanistan,Herat,11,AFG
2015,Industrial accident,United Arab Emirates (the),Abu Dabi,10,ARE
2015,Industrial accident,Azerbaijan,Caspian sea,29,AZE
2015,Miscellaneous accident,Azerbaijan,Bakou,15,AZE
2015,Storm,Bangladesh,"Sunamganj district (Sylhet province), Jamalpur, Sherpur, Mymensingh districts (Dhaka province), Gaibandha, Dinajpur districts (Rangpur province), Bagerhat district (Khulna province)",13,BGD
2015,Storm,Bangladesh,Dinajpur,6,BGD
2015,Earthquake,Bangladesh,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)",4,BGD
2015,Landslide,Bangladesh,"Lalkhan Bazar area (Chittagong district, Chittagong province)",7,BGD
2015,Transport accident,Bangladesh,Padma river; Manikganj district,78,BGD
2015,Transport accident,Bangladesh,Bengal Gulf,24,BGD
2015,Miscellaneous accident,Bangladesh,Mymensingh,27,BGD
2015,Miscellaneous accident,Bangladesh,Near Dacca,10,BGD
2015,Miscellaneous accident,Bangladesh,Dhaka,2,BGD
2015,Storm,China,"Nei Mongol Zizhiqu, Beijing Shi, Tianjin Shi provinces",4,CHN
2015,Storm,China,Sichuan Sheng province,7,CHN
2015,Storm,China,Yunnan Sheng province,14,CHN
2015,Earthquake,China,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",,CHN
2015,Earthquake,China,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",,CHN
2015,Earthquake,China,Shigatse district (Xizang Zizhiqu province),29,CHN
2015,Earthquake,China,Shigatse district (Xizang Zizhiqu province),1,CHN
2015,Earthquake,China,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",3,CHN
2015,Flood,China,"Guizhou Sheng, Hunan Sheng, Jinagxi Sheng, Fujian Sheng, Guangdong Sheng, Hubei Sheng, Chongqing Shi provinces",9,CHN
2015,Flood,China,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng provinces",35,CHN
2015,Flood,China,Hunan Sheng province,38,CHN
2015,Landslide,China,"Lindong village (Lishui district, Zhejiang Sheng province) ",38,CHN
2015,Storm,China,Zhejiang Sheng province,,CHN
2015,Storm,China,Guangdong Sheng province,,CHN
2015,Storm,China,"Fujian Sheng, Zhejiang Sheng provinces",,CHN
2015,Storm,China,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",20,CHN
2015,Transport accident,China,Chunhua district (Shaanxi province),35,CHN
2015,Transport accident,China,Hunan province,22,CHN
2015,Transport accident,China,"Yangtze river, Jiangsu province",22,CHN
2015,Transport accident,China,Jianli (Hubei province),442,CHN
2015,Industrial accident,China,Guizhou,10,CHN
2015,Industrial accident,China,Tianjin,173,CHN
2015,Industrial accident,China,Shangrao (Jiangxi),22,CHN
2015,Industrial accident,China,Weling (Zeijiang province),12,CHN
2015,Industrial accident,China,Shangluo (Shaanxi province),65,CHN
2015,Industrial accident,China,Datong city (Shanxi),21,CHN
2015,Industrial accident,China,Near Jixi (Heilongjiang province),22,CHN
2015,Miscellaneous accident,China,Wuhu (Anhui province),17,CHN
2015,Miscellaneous accident,China,Tianhshui (Gansu province),,CHN
2015,Drought,China,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",,CHN
2015,Miscellaneous accident,China,Huidong (Guangdong province),17,CHN
2015,Miscellaneous accident,China,Pingdingshan (Henan province),38,CHN
2015,Miscellaneous accident,China,Ningde city (Fujian),,CHN
2015,Flood,China,"Jiangsu Sheng, Anhui Sheng, Hubei Sheng, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Zhejiang Sheng, Jiangxi Sheng, Hunan Sheng provinces",15,CHN
2015,Flood,China,"Anhui Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",28,CHN
2015,Flood,China,"Chongqing Shi, Gansu Sheng, Guizhou Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Nei Mongol Zizhiqu, Jiangsu Sheng, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Yunnan Sheng provinces",19,CHN
2015,Flood,China,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Haina Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Shanghai Shi, Yunnan Sheng, Zhejiang Sheng provinces",20,CHN
2015,Flood,China,"Guizhou Sheng, Chongqing Shi, Jiangsu Sheng, Fujian Sheng provinces",17,CHN
2015,Transport accident,Hong Kong,,,HKG
2016,Storm,Bangladesh,"Barisal; Noakhali, Lakshmipur, Chandpur (Chittagong); Cox’s Bazar, Bhola, Barguna, Patuakhali",28,BGD
2016,Flood,China,"Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng provinces",5,CHN
2016,Flood,China,"Anhui, Hubei, Fujian, Zhejiang, Jiangxi, Hunan, Guangxi, Yunnan, Guangdong, Guizhou",20,CHN
2016,Flood,Afghanistan,"Daykundi, Ghazni, Uruzgan provinces",30,AFG
2016,Flood,Afghanistan,"Badakhshan (Tashkan, Baharak, Darayem, Shahada districts)",6,AFG
2016,Flood,China,"Jiangsu, Anhui, Jiangxi, Henan, Hubei, Hunan, Guangxi, Chogqing, Sichuan, Guizhou, Yunnan",289,CHN
2016,Storm,China,"Hubei Sheng, Henan Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Shandong Sheng provinces",,CHN
2016,Storm,China,"Shanxi Sheng, Henan Sheng, Hebei Sheng, Hubei Sheng, Sichuan Sheng, Shanxi Sheng, Jilin Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",12,CHN
2016,Landslide,China,"Sanming district (Fujian Sheng province), Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Zhejiang, Jiangxi, Hubei, Hunan, Chongqing, Sichuan, Guizhou, Yunnan provinces",66,CHN
2016,Storm,Bangladesh,"Dhaka (Jatrabarhi’s Konaparha), Rajshahi (Mohanpur, Durgapur, Gogagarhi), Sirajgani (Raiganj, Ullaparha), Pabna (Sujanagar, Berha), Rajbari, Kishoreganj (Hossainpur, Tarhail, Bajitpur), Brahmanbarhia (Sarail, Banchharampur), Gazipur (Kapasia), Bogra (Sherpur), Natore (Lalpur), Habiganj (Baniachong), Naogaon (Atrai), Nilphamari (Kishoreganj)",59,BGD
2016,Flood,Afghanistan,"Baghlan, Daykundi, Samangan, Takhar, Badghis provinces",31,AFG
2016,Transport accident,Afghanistan,Between Kaboul and Kandahar,73,AFG
2016,Earthquake,Bangladesh,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)",5,BGD
2016,Storm,China,"Jiangsu Sheng, Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces",102,CHN
2016,Flood,China,"Guangdong Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu provinces",11,CHN
2016,Flood,China,"Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Guangdong Sheng, Fujian Sheng provinces",12,CHN
2016,Storm,China,"Yancheng city (Jiangsu Sheng province), Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces",99,CHN
2016,Extreme temperature ,China,"Yakeshi city (Hulunbuir district, Nei Mongol Zizhiqu province), Harbin district (Heilongjiang Sheng province), Mohe area (Daxing'anling district, Heilongjiang province), Changsha district (Hunan Sheng province), Changchun district (Jilin Sheng province), Zhejiang Sheng, Beijing Shi, Hainan Sheng, Shanghai Shi provinces",5,CHN
2016,Transport accident,China,Hunan,35,CHN
2016,Industrial accident,China,Shenxian county (Shandong province),,CHN
2016,Industrial accident,China,"Mayong village (Dongguan district, Guangdong Sheng province)",18,CHN
2016,Industrial accident,China,Shanxi Sheng province,19,CHN
2016,Flood,China,"Sichuan Sheng, Yunnan Sheng, Guizhou Sheng, Hunan Sheng, Hubei Sheng, Anhui Sheng, Zhejiang Sheng provinces",17,CHN
2016,Flood,China,"Sichuan Sheng, Yunnan Sheng, Chongqing Shi, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Anhui Sheng, Jiangxi Sheng, Guangdong Sheng, Fujian Sheng, Zhejiang Sheng provinces",25,CHN
2016,Flood,China,"Jiangsu Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Gansu Sheng, Shaanxi Sheng, Qinghai Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hunan, Fujian provinces",68,CHN
2016,Flood,China,"Chongqing Shi, Hubei Sheng, Sichuan Sheng, Shaanxi Sheng, Henan Sheng, Yunnan Sheng, Anhui Sheng, Zhejiang Sheng, Jiangsu Sheng, Guizhou Sheng provinces",34,CHN
2005,Landslide,Nepal,Gandaki district (Western province),18,NPL
2011,Flood,Japan,"Yasudamati, Kamosi districts (Niigata province), Hukusima province",6,JPN
2013,Flood,Indonesia,"Bojonegoro, Tuban, Gresik, Mojokerto districts (Jawa Timur province)",4,IDN
2013,Flood,Indonesia,Belu district (Nusatenggara Timur province),3,IDN
2013,Miscellaneous accident,India,Mumbai,61,IND
2013,Transport accident,Japan,North Pacific Ocean,20,JPN
2013,Industrial accident,Sri Lanka,Puwakpitiya,,LKA
2013,Flood,Nepal,"Jhapa area (Mechi district, Eastern province), Morang, Sunsari areas (Koshi district, Eastern province), Saptari area (Sagarmatha district, Eastern province), Rautahat area (Narayani district, Central province)",119,NPL
2014,Storm,India,"Doda, Bhaderwah, Thathri, Gandoh, Bhallessa villages (Kishtwar (72809) district, Jammu and Kashmir (40427) province), Kora Pani, Tangdhar villages (Kupwara (72786) district, Jumma and Kashmir (40431) province)",17,IND
2014,Storm,Philippines (the),"Region II, Region IV-A, Region IV provinces",2,PHL
2014,Storm,Japan,"Ehime, Kagawa, Kooti, Tokusima, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Hukusima, Nagano, Hokkaidoo provinces",7,JPN
2014,Storm,Japan,"Okinawa, Sizuoka, Aiti, Kanagawa provinces",7,JPN
2014,Flood,Sri Lanka,Western province,27,LKA
2014,Storm,Philippines (the),"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",79,PHL
2014,Storm,Philippines (the),"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",6,PHL
2014,Storm,Philippines (the),"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",111,PHL
2014,Storm,India,Hyderabad district (Andhra Pradesh province),7,IND
2014,Extreme temperature ,India,"Himachal Pradesh, Uttarakhand, Uttar Pradesh provinces",140,IND
2014,Flood,Nepal,"Jure, Mankhaa villages (Sindhupalchok area, Bagmati district, Central province), Lalitpur area (Bagmati district, Central province), Surkhet, Banke, Bardiya, Jajarkot areas (Bheri district, Mid Western province), Dang, Salyan, Rukum, Rolpa areas (Rapti district, Mid Western province), Kaski, Gorkha areas (Gandaki district, Western province), Achham area (Seti district, Far Western province), Chitwan area (Narayani district, Central province)",294,NPL
2014,Storm,Japan,Kooti province,,JPN
2014,Storm,Philippines (the),"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",18,PHL
2014,Storm,Philippines (the),"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",4,PHL
2014,Storm,Nepal,"Manang area (Gandaki district, Western province), Mustang area (Dhawalagiri district, Western province)",83,NPL
2014,Flood,India,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces",94,IND
2014,Storm,Philippines (the),"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",22,PHL
2014,Flood,Indonesia,"Kota Manado, Minahasa Utara, Kota Tomohon, Minahasa, Minahasa Selatan, Kepulauan-sangihe districts (Sulawesi Utara province)",20,IDN
2014,Flood,Indonesia,"Subang, Indramayu districts (Jawa Barat province), Demak, Kudus districts (Jawa Tengah province), Jombang district (Jawa Timur province)",,IDN
2014,Flood,Indonesia,"Jawa Tengah, Jawa Timur provinces",11,IDN
2014,Flood,India,Assam province,27,IND
2014,Flood,India,Jammu and Kashmir provinces,298,IND
2014,Flood,India,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",95,IND
2014,Flood,Iran (Islamic Republic of),"Khorasan, Mazandaran, Semnan, Golestan provinces",37,IRN
